StudentID,Gender,GroupID,Region,AdmissionCode,EntranceScore,CreditsEarned1,CreditsEarned2,CreditsEarned3,CreditsEarned4,GPA1,GPA2,GPA3,GPA4,TermStatus1,TermStatus2,TermStatus3,TermStatus4,Graduated,University
S04922,Male,5,3,B00,25.61,10,19,10,14,3.21,3.5,3.24,3.12,Pass,Pass,Pass,Pass,1,Hutech
S04923,Male,1,2,B00,29.44,23,18,12,23,3.57,3.94,3.03,3.62,Pass,Pass,Pass,Pass,1,Hutech
S04924,Male,6,2,D01,27.04,25,19,25,11,3.73,3.92,3.78,2.83,Pass,Pass,Pass,Pass,1,Hutech
S04925,Female,2,5,A01,22.7,23,13,16,19,3.71,2.98,3.79,2.45,Pass,Pass,Pass,Pass,1,Văn Lang
S04926,Male,2,4,D01,29.32,24,21,18,20,3.61,3.56,3.77,3.54,Pass,Pass,Pass,Pass,1,Văn Lang
S04927,Female,5,3,C00,21.99,23,10,12,22,3.56,3.93,2.9,3.35,Pass,Pass,Pass,Pass,1,Hutech
S04928,Female,5,6,D01,20.77,16,21,22,22,3.72,3.2,2.2,3.2,Pass,Pass,Fail,Pass,0,Văn Lang
S04929,Male,1,4,B00,26.62,23,24,22,16,3.36,3.55,2.89,2.76,Pass,Pass,Pass,Pass,1,Hutech
S04930,Female,3,6,B00,26.26,19,12,22,13,3.25,2.9,2.85,3.53,Pass,Pass,Pass,Pass,1,Hutech
S04931,Female,3,6,B00,29.9,17,10,23,13,3.72,3.47,3.66,3.27,Pass,Pass,Pass,Pass,1,Văn Lang
S04932,Female,6,4,C00,21.66,17,19,12,13,2.75,2.55,3.5,3.07,Pass,Pass,Pass,Pass,1,Văn Lang
S04933,Female,1,5,A00,26.18,22,13,19,19,2.89,2.87,3.88,3.52,Pass,Pass,Pass,Pass,1,Văn Lang
S04934,Male,1,1,A01,22.63,19,25,24,13,2.53,2.92,3.61,3.24,Pass,Pass,Pass,Pass,1,Văn Lang
S04935,Male,3,2,B00,28.04,23,24,17,14,3.54,3.73,3.09,3.03,Pass,Pass,Pass,Pass,1,Hutech
S04936,Male,5,3,A00,25.25,13,21,19,24,3.89,2.53,3.99,3.27,Pass,Pass,Pass,Pass,1,Văn Lang
S04937,Female,6,3,A01,26.67,12,10,14,25,3.47,2.69,3.41,3.48,Pass,Pass,Pass,Pass,1,Hutech
S04938,Female,2,5,C00,22.48,18,20,14,11,2.73,2.43,3.74,2.92,Pass,Fail,Pass,Pass,1,Văn Lang
S04939,Male,4,1,D01,29.28,15,24,20,17,3.14,3.06,3.98,3.67,Pass,Pass,Pass,Pass,1,Văn Lang
S04940,Female,6,5,C00,21.65,13,25,14,24,2.89,2.8,2.88,2.68,Pass,Pass,Pass,Pass,1,Văn Lang
S04941,Female,6,2,A00,24.07,11,13,15,14,3.66,3.41,2.51,3.48,Pass,Pass,Pass,Pass,1,Văn Lang
S04942,Female,2,6,A01,23.46,18,21,14,20,3.58,2.52,2.73,3.67,Pass,Pass,Pass,Pass,1,Hutech
S04943,Male,2,7,B00,26.9,22,21,24,24,3.97,2.72,3.27,3.63,Pass,Pass,Pass,Pass,1,Văn Lang
S04944,Male,1,5,A01,20.38,20,14,21,19,2.42,2.32,3.98,2.66,Fail,Pass,Pass,Pass,1,Hutech
S04945,Female,3,5,A01,22.55,14,10,13,21,2.81,2.98,3.92,3.43,Pass,Pass,Pass,Pass,1,Văn Lang
S04946,Male,4,1,D01,26.93,18,20,25,20,2.77,3.59,2.87,3.54,Pass,Pass,Pass,Pass,1,Văn Lang
S04947,Female,2,4,B00,28.32,21,19,14,19,3.44,3.14,3.86,3.24,Pass,Pass,Pass,Pass,1,Văn Lang
S04948,Female,6,2,A00,26.2,24,10,10,20,3.37,3.77,3.6,3.18,Pass,Pass,Pass,Pass,1,Hutech
S04949,Female,3,5,B00,27.13,11,21,15,16,2.74,3.43,2.8,3.84,Pass,Pass,Pass,Pass,1,Hutech
S04950,Male,2,2,A01,25.66,20,18,23,13,2.64,3.52,3.88,3.34,Pass,Pass,Pass,Pass,1,Văn Lang
S04951,Female,2,1,B00,21.73,18,20,24,14,3.31,3.69,2.44,3.59,Pass,Pass,Fail,Pass,1,Văn Lang
S04952,Male,3,5,C00,24.28,15,13,10,11,3.69,3.36,2.82,2.55,Pass,Pass,Pass,Pass,1,Văn Lang
S04953,Male,5,7,A00,25.64,15,17,10,18,3.1,3.39,3.58,2.62,Pass,Pass,Pass,Pass,1,Văn Lang
S04954,Female,6,1,D01,23.11,11,18,22,18,2.34,2.58,3.82,3.27,Fail,Pass,Pass,Pass,1,Hutech
S04955,Female,4,2,C00,20.58,17,18,12,19,3.51,3.24,2.59,3.69,Pass,Pass,Pass,Pass,1,Hutech
S04956,Male,2,2,A01,23.84,25,24,21,12,2.49,3.58,3.54,2.59,Pass,Pass,Pass,Pass,1,Hutech
S04957,Female,4,6,D01,26.55,24,24,17,22,2.72,3.69,2.82,3.85,Pass,Pass,Pass,Pass,1,Văn Lang
S04958,Male,5,5,D01,27.23,15,11,16,21,3.54,3.76,3.35,2.89,Pass,Pass,Pass,Pass,1,Hutech
S04959,Female,2,1,C00,21.11,13,21,25,16,2.64,2.31,2.51,3.25,Pass,Fail,Pass,Pass,0,Văn Lang
S04960,Male,4,2,B00,29.48,14,25,16,11,3.3,3.72,3.78,3.76,Pass,Pass,Pass,Pass,1,Văn Lang
S04961,Female,4,2,A00,26.86,17,19,20,13,3.44,3.6,3.19,3.08,Pass,Pass,Pass,Pass,1,Văn Lang
S04962,Female,1,4,D01,28.77,17,23,15,18,3.98,3.25,3.31,3.43,Pass,Pass,Pass,Pass,1,Văn Lang
S04963,Female,5,2,C00,24.26,14,13,10,12,3.41,3.85,2.46,3.49,Pass,Pass,Pass,Pass,1,Văn Lang
S04964,Male,6,7,A00,23.26,20,21,21,24,3.34,3.35,3.68,2.37,Pass,Pass,Pass,Pass,1,Văn Lang
S04965,Male,5,5,C00,28.54,13,13,16,15,3.87,3.42,3.21,3.24,Pass,Pass,Pass,Pass,1,Văn Lang
S04966,Female,4,7,B00,24.91,18,19,22,11,3.62,3.11,3.49,3.0,Pass,Pass,Pass,Pass,1,Văn Lang
S04967,Male,1,4,B00,22.22,19,21,25,20,2.25,2.27,3.46,2.71,Pass,Fail,Pass,Pass,1,Văn Lang
S04968,Male,3,7,C00,25.35,17,13,13,13,2.95,2.97,3.88,2.84,Pass,Pass,Pass,Pass,1,Văn Lang
S04969,Male,1,4,A00,27.88,12,19,10,15,3.63,3.03,2.82,3.26,Pass,Pass,Pass,Pass,1,Văn Lang
S04970,Male,5,7,B00,24.14,20,24,17,23,2.68,3.84,3.15,3.6,Pass,Pass,Pass,Pass,1,Hutech
S04971,Male,2,6,A00,20.82,19,22,17,21,2.77,3.55,2.54,2.48,Pass,Pass,Pass,Pass,1,Văn Lang
S04972,Male,5,3,C00,24.75,25,22,12,19,2.98,3.12,2.82,3.57,Pass,Pass,Pass,Pass,1,Văn Lang
S04973,Male,4,5,A00,21.52,21,25,11,24,3.08,2.39,3.69,2.55,Pass,Pass,Pass,Pass,1,Hutech
S04974,Male,5,6,A01,20.67,15,12,17,19,2.8,2.95,2.89,2.08,Pass,Pass,Pass,Pass,1,Hutech
S04975,Female,6,6,B00,28.45,18,14,24,18,3.22,2.9,3.93,3.89,Pass,Pass,Pass,Pass,1,Hutech
S04976,Female,4,6,A01,25.31,23,24,25,23,2.88,3.21,2.64,3.4,Pass,Pass,Pass,Pass,1,Văn Lang
S04977,Male,3,5,B00,21.14,17,11,14,19,2.95,3.8,3.23,2.71,Pass,Pass,Pass,Pass,1,Hutech
S04978,Male,2,4,C00,27.06,23,13,21,21,3.38,3.19,3.22,3.2,Pass,Pass,Pass,Pass,1,Hutech
S04979,Female,6,3,B00,25.74,16,14,14,21,3.82,2.66,3.49,3.62,Pass,Pass,Pass,Pass,1,Văn Lang
S04980,Female,3,3,A01,20.86,21,17,11,25,2.97,2.36,3.95,3.65,Pass,Fail,Pass,Pass,1,Văn Lang
S04981,Male,6,7,B00,25.52,15,25,12,10,3.9,3.14,2.64,2.64,Pass,Pass,Pass,Pass,1,Văn Lang
S04982,Male,1,6,B00,24.56,21,18,20,25,3.27,3.03,3.97,3.83,Pass,Pass,Pass,Pass,1,Văn Lang
S04983,Male,1,7,D01,26.67,22,20,20,23,2.98,3.7,2.73,3.47,Pass,Pass,Pass,Pass,1,Hutech
S04984,Female,5,7,A01,27.0,19,12,22,17,3.83,3.67,2.98,2.95,Pass,Pass,Pass,Pass,1,Văn Lang
S04985,Male,3,2,C00,21.14,17,19,12,15,2.88,2.38,3.82,3.03,Pass,Pass,Pass,Pass,1,Hutech
S04986,Male,1,7,C00,22.21,22,19,14,12,3.74,2.7,2.98,3.0,Pass,Pass,Pass,Pass,1,Văn Lang
S04987,Female,1,5,D01,27.18,20,13,18,22,2.84,3.38,3.99,2.92,Pass,Pass,Pass,Pass,1,Văn Lang
S04988,Female,3,7,A00,22.9,16,13,18,16,3.46,3.24,3.76,3.07,Pass,Pass,Pass,Pass,1,Hutech
S04989,Male,6,1,C00,27.69,11,13,20,23,3.32,3.09,3.06,3.2,Pass,Pass,Pass,Pass,1,Văn Lang
S04990,Female,4,5,A01,24.99,22,15,21,14,2.74,2.6,3.32,3.56,Pass,Pass,Pass,Pass,1,Văn Lang
S04991,Male,1,4,D01,25.79,16,17,23,21,2.95,3.79,3.12,3.27,Pass,Pass,Pass,Pass,1,Văn Lang
S04992,Male,1,7,C00,21.95,17,11,20,16,3.85,2.94,3.92,2.56,Pass,Pass,Pass,Pass,1,Hutech
S04993,Female,5,1,A01,26.58,15,10,20,14,2.92,2.74,3.4,3.67,Pass,Pass,Pass,Pass,1,Hutech
S04994,Male,5,1,D01,20.59,17,20,22,19,2.79,2.36,2.56,3.5,Pass,Pass,Pass,Pass,1,Văn Lang
S04995,Female,6,7,C00,27.29,24,13,15,21,3.09,3.11,3.34,2.99,Pass,Pass,Pass,Pass,1,Hutech
S04996,Male,4,4,D01,29.21,25,16,22,16,3.53,3.8,3.97,3.53,Pass,Pass,Pass,Pass,1,Hutech
S04997,Female,3,7,B00,25.47,22,13,17,11,3.09,3.68,3.29,3.75,Pass,Pass,Pass,Pass,1,Văn Lang
S04998,Female,2,1,B00,22.46,17,11,15,10,3.03,2.69,3.67,3.65,Pass,Pass,Pass,Pass,1,Hutech
S04999,Male,6,6,A01,26.89,21,16,14,23,3.26,3.87,3.23,3.52,Pass,Pass,Pass,Pass,1,Văn Lang
S05000,Male,1,6,D01,21.28,25,19,22,13,2.24,2.44,2.66,2.13,Fail,Fail,Pass,Fail,1,Hutech
S05001,Female,1,7,D01,24.59,12,12,16,16,2.52,2.72,3.97,3.52,Pass,Pass,Pass,Pass,1,Văn Lang
S05002,Male,2,2,D01,27.84,20,12,14,23,3.67,2.9,3.83,3.54,Pass,Pass,Pass,Pass,1,Văn Lang
S05003,Female,4,3,B00,23.74,16,14,23,10,2.66,2.98,3.35,3.56,Pass,Pass,Pass,Pass,1,Hutech
S05004,Male,1,2,A00,20.95,11,14,24,17,3.27,2.7,3.46,2.38,Pass,Pass,Pass,Pass,1,Hutech
S05005,Male,6,7,A01,25.82,17,18,23,24,3.34,3.3,3.71,3.93,Pass,Pass,Pass,Pass,1,Hutech
S05006,Male,3,5,D01,29.91,16,18,23,12,3.83,3.03,3.49,3.21,Pass,Pass,Pass,Pass,1,Hutech
S05007,Female,5,4,B00,24.68,20,18,19,21,3.63,2.5,3.83,3.48,Pass,Pass,Pass,Pass,1,Văn Lang
S05008,Male,5,6,D01,21.63,11,21,11,18,3.22,2.4,2.35,3.77,Pass,Fail,Pass,Pass,1,Văn Lang
S05009,Male,3,4,D01,23.04,10,21,16,12,3.69,2.73,2.79,2.77,Pass,Pass,Pass,Pass,1,Hutech
S05010,Male,1,7,C00,27.58,20,17,11,20,3.19,3.35,3.87,3.4,Pass,Pass,Pass,Pass,1,Hutech
S05011,Male,2,2,D01,22.37,25,12,20,11,3.7,3.75,2.71,2.72,Pass,Pass,Pass,Pass,1,Văn Lang
S05012,Female,3,6,C00,25.1,18,10,22,18,2.98,3.23,3.31,3.3,Pass,Pass,Pass,Pass,1,Văn Lang
S05013,Female,1,2,B00,21.29,25,10,13,15,2.27,2.91,3.31,3.08,Fail,Pass,Pass,Pass,1,Văn Lang
S05014,Male,1,5,A00,26.04,19,12,25,25,2.87,3.74,3.84,2.94,Pass,Pass,Pass,Pass,1,Hutech
S05015,Male,1,6,A00,20.42,22,23,21,10,2.23,3.33,3.46,2.83,Pass,Pass,Pass,Pass,1,Hutech
S05016,Male,6,7,D01,25.3,15,25,11,21,3.33,2.92,3.98,3.85,Pass,Pass,Pass,Pass,1,Văn Lang
S05017,Female,3,3,B00,29.23,13,18,14,17,3.8,3.72,3.93,3.2,Pass,Pass,Pass,Pass,1,Hutech
S05018,Female,4,4,D01,25.31,18,20,19,12,2.88,3.5,3.84,3.39,Pass,Pass,Pass,Pass,1,Văn Lang
S05019,Female,1,6,C00,25.75,21,20,17,24,2.81,3.96,3.46,3.74,Pass,Pass,Pass,Pass,1,Hutech
S05020,Male,5,4,B00,23.46,17,23,19,25,2.61,2.78,2.55,3.72,Pass,Pass,Pass,Pass,1,Văn Lang
S05021,Female,3,4,A01,22.14,24,21,14,13,3.84,2.62,3.07,3.04,Pass,Pass,Pass,Pass,1,Văn Lang
S05022,Male,4,1,A00,23.42,18,22,19,22,3.3,3.51,2.8,2.99,Pass,Pass,Pass,Pass,1,Văn Lang
S05023,Female,4,4,A01,20.99,23,25,24,22,3.39,2.28,3.0,2.49,Pass,Fail,Pass,Pass,1,Hutech
S05024,Male,3,5,D01,22.5,24,17,13,19,3.77,3.56,3.63,2.72,Pass,Pass,Pass,Pass,1,Hutech
S05025,Female,4,1,B00,29.82,12,11,14,16,3.08,3.32,3.26,3.38,Pass,Pass,Pass,Pass,1,Văn Lang
S05026,Male,5,1,D01,28.9,15,17,22,11,2.91,3.42,3.79,3.06,Pass,Pass,Pass,Pass,1,Hutech
S05027,Male,6,1,D01,21.29,17,19,16,13,2.23,2.64,2.68,3.7,Fail,Pass,Pass,Pass,0,Văn Lang
S05028,Male,1,7,C00,23.8,15,18,18,16,3.56,3.76,3.89,3.05,Pass,Pass,Pass,Pass,1,Văn Lang
S05029,Male,4,7,C00,27.22,11,17,24,19,3.83,3.09,3.88,3.35,Pass,Pass,Pass,Pass,1,Văn Lang
S05030,Male,4,3,B00,24.12,23,17,17,22,2.69,3.93,3.28,2.96,Pass,Pass,Pass,Pass,1,Văn Lang
S05031,Male,2,6,A01,20.39,17,23,24,19,2.14,3.74,2.97,3.19,Fail,Pass,Pass,Pass,1,Hutech
S05032,Male,2,7,D01,27.29,13,16,23,24,2.92,3.32,3.96,3.57,Pass,Pass,Pass,Pass,1,Hutech
S05033,Male,2,6,A01,28.62,19,18,20,11,3.66,2.96,3.28,3.84,Pass,Pass,Pass,Pass,1,Văn Lang
S05034,Male,4,5,C00,26.74,13,15,19,12,3.48,3.8,3.36,3.83,Pass,Pass,Pass,Pass,1,Hutech
S05035,Female,6,3,A01,22.97,10,17,17,24,3.28,3.94,2.35,2.63,Pass,Pass,Pass,Pass,1,Văn Lang
S05036,Male,6,6,B00,26.6,10,13,23,17,3.05,2.9,2.88,3.82,Pass,Pass,Pass,Pass,1,Văn Lang
S05037,Female,1,1,C00,20.77,14,13,22,11,3.51,3.97,2.78,2.12,Pass,Pass,Pass,Pass,1,Văn Lang
S05038,Female,5,6,D01,29.77,15,18,10,14,3.28,3.39,3.77,3.16,Pass,Pass,Pass,Pass,1,Văn Lang
S05039,Male,4,7,D01,22.23,17,12,22,18,3.57,2.89,2.93,2.78,Pass,Pass,Pass,Pass,1,Hutech
S05040,Female,4,4,C00,30.0,12,10,10,16,3.72,3.17,3.18,3.35,Pass,Pass,Pass,Pass,1,Văn Lang
S05041,Male,5,3,A01,27.78,13,10,16,25,3.93,3.67,3.95,2.86,Pass,Pass,Pass,Pass,1,Hutech
S05042,Male,5,1,A01,26.74,11,17,21,13,3.71,2.71,2.71,2.99,Pass,Pass,Pass,Pass,1,Hutech
S05043,Female,4,6,A00,26.9,23,25,18,12,3.92,3.8,3.64,3.44,Pass,Pass,Pass,Pass,1,Hutech
S05044,Female,4,7,A01,23.14,10,14,17,19,3.66,3.45,3.5,2.93,Pass,Pass,Pass,Pass,1,Văn Lang
S05045,Male,3,5,D01,21.9,13,23,23,10,3.42,3.91,3.44,3.16,Pass,Pass,Pass,Pass,1,Hutech
S05046,Male,4,4,C00,26.78,24,18,14,19,2.9,3.54,3.58,3.88,Pass,Pass,Pass,Pass,1,Văn Lang
S05047,Female,3,6,C00,21.49,17,11,18,22,3.77,2.35,2.63,2.73,Pass,Pass,Pass,Pass,1,Văn Lang
S05048,Male,3,1,D01,28.98,17,10,20,25,3.0,3.22,3.74,3.63,Pass,Pass,Pass,Pass,1,Văn Lang
S05049,Male,6,2,A00,23.65,11,22,13,23,3.88,3.73,2.96,3.47,Pass,Pass,Pass,Pass,1,Hutech
S05050,Female,2,1,D01,24.52,22,14,16,22,2.49,3.21,2.95,2.83,Pass,Pass,Pass,Pass,1,Hutech
S05051,Male,6,3,B00,22.61,12,23,23,23,3.46,2.71,2.39,2.67,Pass,Pass,Fail,Pass,0,Văn Lang
S05052,Female,3,5,D01,26.95,19,13,14,16,3.64,3.76,3.07,3.21,Pass,Pass,Pass,Pass,1,Văn Lang
S05053,Male,3,3,A01,25.77,25,14,13,18,3.21,3.8,3.16,3.89,Pass,Pass,Pass,Pass,1,Văn Lang
S05054,Male,3,1,B00,29.29,14,22,20,15,3.47,3.05,3.06,3.65,Pass,Pass,Pass,Pass,1,Văn Lang
S05055,Male,2,4,D01,20.9,19,17,11,14,2.11,2.92,3.93,2.92,Fail,Pass,Pass,Pass,0,Hutech
S05056,Female,1,3,A01,28.46,20,22,20,15,3.15,3.97,2.95,3.34,Pass,Pass,Pass,Pass,1,Hutech
S05057,Male,6,3,C00,24.71,23,15,19,12,3.47,3.36,3.42,3.6,Pass,Pass,Pass,Pass,1,Hutech
S05058,Male,6,2,A01,24.94,15,16,22,11,3.41,3.76,3.93,3.01,Pass,Pass,Pass,Pass,1,Hutech
S05059,Male,5,1,A00,20.95,19,10,23,17,3.43,2.82,3.11,3.47,Pass,Pass,Pass,Pass,1,Hutech
S05060,Female,4,3,A00,26.85,22,18,20,24,3.53,3.29,3.92,2.7,Pass,Pass,Pass,Pass,1,Hutech
S05061,Male,4,5,D01,20.3,22,19,16,24,2.91,3.71,2.35,3.06,Pass,Pass,Fail,Pass,1,Văn Lang
S05062,Female,4,4,B00,28.54,18,23,19,10,3.11,3.1,3.18,3.45,Pass,Pass,Pass,Pass,1,Hutech
S05063,Female,2,3,C00,29.04,25,23,20,23,3.94,3.85,3.8,3.87,Pass,Pass,Pass,Pass,1,Văn Lang
S05064,Female,2,2,C00,29.95,14,10,22,24,3.32,3.5,3.69,3.22,Pass,Pass,Pass,Pass,1,Văn Lang
S05065,Male,2,4,A00,28.43,16,21,21,13,3.1,2.89,2.89,3.45,Pass,Pass,Pass,Pass,1,Văn Lang
S05066,Male,3,3,B00,20.47,22,24,10,11,3.72,3.27,3.36,2.61,Pass,Pass,Pass,Pass,1,Văn Lang
S05067,Female,6,7,A00,26.93,14,19,11,22,2.73,3.61,3.71,3.49,Pass,Pass,Pass,Pass,1,Văn Lang
S05068,Female,2,1,A01,22.7,16,13,12,24,3.41,3.45,3.96,3.82,Pass,Pass,Pass,Pass,1,Văn Lang
S05069,Male,1,1,A01,21.64,13,23,17,12,3.79,3.06,3.52,3.36,Pass,Pass,Pass,Pass,1,Hutech
S05070,Female,5,5,A00,20.98,15,18,20,23,3.93,2.37,3.88,2.9,Pass,Pass,Pass,Pass,1,Văn Lang
S05071,Male,2,5,B00,28.37,12,19,18,20,3.9,3.72,3.29,2.9,Pass,Pass,Pass,Pass,1,Hutech
S05072,Male,3,4,B00,28.14,10,21,10,12,2.88,3.27,3.96,3.74,Pass,Pass,Pass,Pass,1,Văn Lang
S05073,Female,3,2,D01,20.73,13,24,12,19,3.32,3.86,3.97,2.75,Pass,Pass,Pass,Pass,1,Hutech
S05074,Male,5,4,A00,29.19,17,17,16,13,3.16,3.33,3.95,3.04,Pass,Pass,Pass,Pass,1,Hutech
S05075,Female,2,7,C00,26.95,18,24,15,20,2.91,2.95,3.98,3.88,Pass,Pass,Pass,Pass,1,Văn Lang
S05076,Male,2,6,D01,26.94,22,22,13,11,3.37,3.41,3.62,2.8,Pass,Pass,Pass,Pass,1,Văn Lang
S05077,Female,3,6,A01,29.8,12,19,21,13,3.67,3.43,3.6,3.85,Pass,Pass,Pass,Pass,1,Văn Lang
S05078,Female,1,2,B00,26.56,14,22,18,25,3.42,3.84,2.92,2.98,Pass,Pass,Pass,Pass,1,Văn Lang
S05079,Male,4,6,A01,22.6,12,12,21,13,2.59,3.95,3.63,3.81,Pass,Pass,Pass,Pass,1,Hutech
S05080,Female,1,6,B00,22.54,14,12,25,18,3.5,3.87,2.87,2.79,Pass,Pass,Pass,Pass,1,Hutech
S05081,Female,6,6,A01,22.0,19,12,24,25,2.31,2.82,3.29,3.44,Fail,Pass,Pass,Pass,0,Hutech
S05082,Female,4,7,C00,29.33,15,12,12,23,2.97,3.93,3.38,3.9,Pass,Pass,Pass,Pass,1,Văn Lang
S05083,Male,5,1,B00,22.98,14,16,24,24,2.6,2.7,3.31,2.61,Pass,Pass,Pass,Pass,1,Văn Lang
S05084,Male,4,3,C00,22.6,23,10,13,21,3.86,2.41,2.99,3.61,Pass,Pass,Pass,Pass,1,Văn Lang
S05085,Female,5,5,C00,21.95,22,19,17,20,2.98,3.78,3.92,3.34,Pass,Pass,Pass,Pass,1,Văn Lang
S05086,Female,1,1,A00,26.86,17,24,10,23,3.58,3.98,2.92,3.69,Pass,Pass,Pass,Pass,1,Hutech
S05087,Female,6,4,D01,27.78,16,18,22,21,3.6,3.0,3.09,2.8,Pass,Pass,Pass,Pass,1,Hutech
S05088,Female,6,5,B00,28.98,14,23,11,20,3.06,3.08,3.73,3.11,Pass,Pass,Pass,Pass,1,Hutech
S05089,Female,5,4,A00,28.56,24,23,13,13,3.94,3.04,3.39,3.25,Pass,Pass,Pass,Pass,1,Văn Lang
S05090,Male,5,7,B00,26.93,14,24,10,15,3.82,3.54,3.05,3.51,Pass,Pass,Pass,Pass,1,Hutech
S05091,Male,1,6,B00,28.21,11,11,19,15,3.36,3.9,3.12,3.08,Pass,Pass,Pass,Pass,1,Hutech
S05092,Male,6,2,C00,24.58,16,12,14,25,2.99,2.92,2.66,2.88,Pass,Pass,Pass,Pass,1,Văn Lang
S05093,Male,5,6,D01,23.83,13,15,13,10,3.2,3.07,3.28,3.82,Pass,Pass,Pass,Pass,1,Hutech
S05094,Male,3,6,D01,24.52,10,15,13,14,3.16,2.69,2.78,3.99,Pass,Pass,Pass,Pass,1,Hutech
S05095,Male,5,6,A01,27.68,24,19,15,18,3.3,3.84,3.24,3.6,Pass,Pass,Pass,Pass,1,Văn Lang
S05096,Female,5,4,C00,28.97,19,24,10,25,3.54,3.81,3.68,3.81,Pass,Pass,Pass,Pass,1,Văn Lang
S05097,Female,1,5,A00,25.15,24,18,15,13,3.94,3.63,3.41,2.59,Pass,Pass,Pass,Pass,1,Hutech
S05098,Male,1,4,D01,24.46,12,14,12,20,3.69,3.65,3.53,2.57,Pass,Pass,Pass,Pass,1,Hutech
S05099,Male,6,5,A01,26.8,13,16,11,11,3.06,3.02,3.42,3.69,Pass,Pass,Pass,Pass,1,Văn Lang
S05100,Male,4,7,B00,27.44,17,18,24,14,3.67,3.52,2.91,3.01,Pass,Pass,Pass,Pass,1,Văn Lang
S05101,Female,1,1,C00,25.34,19,21,23,13,3.52,3.56,2.58,3.04,Pass,Pass,Pass,Pass,1,Hutech
S05102,Female,6,2,D01,20.26,16,21,21,14,2.91,3.99,2.84,2.71,Pass,Pass,Pass,Pass,1,Hutech
S05103,Male,6,4,D01,26.61,13,20,11,17,2.68,3.01,3.06,3.8,Pass,Pass,Pass,Pass,1,Văn Lang
S05104,Male,6,4,C00,21.07,24,18,13,14,3.7,2.43,3.51,2.23,Pass,Pass,Pass,Fail,1,Văn Lang
S05105,Female,2,6,D01,22.3,16,21,16,24,3.41,3.45,3.48,3.54,Pass,Pass,Pass,Pass,1,Hutech
S05106,Male,6,5,A01,21.99,23,17,22,20,3.9,3.09,2.92,3.35,Pass,Pass,Pass,Pass,1,Văn Lang
S05107,Female,1,6,D01,22.05,23,17,24,22,3.38,3.3,3.21,2.69,Pass,Pass,Pass,Pass,1,Văn Lang
S05108,Female,4,4,A00,20.5,12,23,16,13,3.13,2.19,3.28,3.09,Pass,Fail,Pass,Pass,1,Hutech
S05109,Female,2,6,D01,20.6,24,16,18,24,2.71,3.15,2.2,3.69,Pass,Pass,Pass,Pass,1,Hutech
S05110,Male,6,1,A00,28.29,19,18,15,14,3.37,3.48,3.0,3.07,Pass,Pass,Pass,Pass,1,Hutech
S05111,Female,2,6,C00,26.8,15,24,12,21,2.96,3.74,2.84,3.65,Pass,Pass,Pass,Pass,1,Hutech
S05112,Male,5,7,A01,29.96,18,22,11,14,3.19,3.78,3.06,3.53,Pass,Pass,Pass,Pass,1,Văn Lang
S05113,Male,2,2,A01,29.33,11,21,18,21,3.96,3.99,3.34,3.73,Pass,Pass,Pass,Pass,1,Hutech
S05114,Male,5,2,D01,24.5,21,21,23,18,3.12,2.75,3.65,2.96,Pass,Pass,Pass,Pass,1,Văn Lang
S05115,Male,5,7,A01,26.85,24,16,11,19,2.73,3.87,3.89,3.38,Pass,Pass,Pass,Pass,1,Hutech
S05116,Male,1,1,C00,23.63,14,18,18,23,3.17,3.28,2.83,3.28,Pass,Pass,Pass,Pass,1,Văn Lang
S05117,Female,6,2,A01,23.22,22,24,11,11,3.73,2.75,2.63,3.73,Pass,Pass,Pass,Pass,1,Văn Lang
S05118,Male,3,4,B00,27.85,17,17,11,19,2.87,2.79,3.62,2.86,Pass,Pass,Pass,Pass,1,Văn Lang
S05119,Male,3,5,B00,27.44,21,19,12,16,3.24,3.64,3.62,3.29,Pass,Pass,Pass,Pass,1,Hutech
S05120,Male,1,2,C00,25.7,10,20,14,15,2.94,2.83,2.74,3.33,Pass,Pass,Pass,Pass,1,Hutech
S05121,Female,6,1,A01,25.13,11,12,25,13,2.52,2.93,2.94,3.54,Pass,Pass,Pass,Pass,1,Văn Lang
S05122,Male,3,4,D01,25.79,18,24,12,22,2.91,2.76,3.15,3.74,Pass,Pass,Pass,Pass,1,Văn Lang
S05123,Male,6,3,A00,29.55,15,17,12,12,3.93,3.88,3.73,3.17,Pass,Pass,Pass,Pass,1,Văn Lang
S05124,Female,1,5,A01,24.58,14,13,16,13,2.49,2.8,3.71,3.7,Fail,Pass,Pass,Pass,1,Hutech
S05125,Male,5,3,C00,25.45,10,23,23,21,3.61,3.81,3.92,3.62,Pass,Pass,Pass,Pass,1,Hutech
S05126,Female,2,4,B00,23.89,11,24,18,24,3.78,3.4,3.45,3.16,Pass,Pass,Pass,Pass,1,Văn Lang
S05127,Male,3,3,D01,28.45,16,24,11,15,2.85,3.35,2.92,3.75,Pass,Pass,Pass,Pass,1,Văn Lang
S05128,Male,2,4,A01,20.76,21,14,20,10,3.53,3.23,2.33,3.83,Pass,Pass,Pass,Pass,1,Văn Lang
S05129,Male,1,2,C00,26.83,16,15,17,18,2.91,3.44,3.94,2.97,Pass,Pass,Pass,Pass,1,Văn Lang
S05130,Male,3,5,D01,23.17,15,14,16,19,3.7,2.93,3.28,3.31,Pass,Pass,Pass,Pass,1,Hutech
